slug	name	date	event	opponent	methodRaw	promotion
miyamoto-keisuke	宮元啓介	2015-04-26	(null)	中務幸信	5R 判定 勝ち	Wikipedia(その他団体)
miyamoto-keisuke	宮元啓介	2015-02-11	(null)	一戸総太	5R 判定 負け	Wikipedia(その他団体)
miyamoto-keisuke	宮元啓介	2014-12-13	(null)	ユウ・ウォーワンチャイ大田原友亮	5R 判定 勝ち	Wikipedia(その他団体)
miyamoto-keisuke	宮元啓介	2014-09-27	(null)	ムンファン	5R ドロー	Wikipedia(その他団体)
miyamoto-keisuke	宮元啓介	2014-04-29	(null)	白井周作	5R 判定 勝ち	Wikipedia(その他団体)
miyamoto-keisuke	宮元啓介	2014-03-16	(null)	裕喜	3R 判定 勝ち	Wikipedia(その他団体)
miyamoto-keisuke	宮元啓介	2014-01-12	(null)	志朗	5R 判定 負け	Wikipedia(その他団体)
miyamoto-keisuke	宮元啓介	2013-07-21	(null)	炎出丸	5R 判定 負け	Wikipedia(その他団体)
miyamoto-keisuke	宮元啓介	2013-01-27	(null)	邦博	5R ドロー	Wikipedia(その他団体)
oono-takashi	大野崇	1998-07-17	マーシャルアーツ日本キックボクシング連盟キック・ガッツ 梶原一騎杯	山上健吾	3R終了 判定0-2	Wikipedia(その他団体)
ito-nagisa	伊藤 渚	2022-10-15	サイクリー PRESENTS Krush-EX 2022 vol.7	薮崎 陸	判定	K-1 / Krush / Krush-EX
inoue-sakiya	井上 咲也	2022-10-15	サイクリー PRESENTS Krush-EX 2022 vol.7	サガエ・ルーカス	判定	K-1 / Krush / Krush-EX
sagae-rukasu	サガエ・ルーカス	2022-10-15	サイクリー PRESENTS Krush-EX 2022 vol.7	井上 咲也	判定	K-1 / Krush / Krush-EX
tetsushi	哲志	2022-10-15	サイクリー PRESENTS Krush-EX 2022 vol.7	田上“DARUMA”健太	KO	K-1 / Krush / Krush-EX
daruma-kenta	“DARUMA” 健太	2022-10-15	サイクリー PRESENTS Krush-EX 2022 vol.7	哲志	KO	K-1 / Krush / Krush-EX
mizukami-haruki	水上 陽生	2022-10-15	サイクリー PRESENTS Krush-EX 2022 vol.7	協	KO	K-1 / Krush / Krush-EX
ryo	遼/Ryo	2022-10-15	サイクリー PRESENTS Krush-EX 2022 vol.7	西槇 隼汰	KO	K-1 / Krush / Krush-EX
yasu-jota	安 晟太	2022-10-15	サイクリー PRESENTS Krush-EX 2022 vol.7	佐生 光一	判定	K-1 / Krush / Krush-EX
nishimaki-hayata	西槇 隼汰	2022-10-15	サイクリー PRESENTS Krush-EX 2022 vol.7	遼/Ryo	KO	K-1 / Krush / Krush-EX
ishida-kano	石田 協	2022-10-15	サイクリー PRESENTS Krush-EX 2022 vol.7	水上 陽生	KO	K-1 / Krush / Krush-EX
soda-riki	早田 吏喜	2022-10-15	サイクリー PRESENTS Krush-EX 2022 vol.7	哲平	KO	K-1 / Krush / Krush-EX
yabusaki-riku	薮崎 陸	2022-10-15	サイクリー PRESENTS Krush-EX 2022 vol.7	渚	判定	K-1 / Krush / Krush-EX
sasho-koichi	佐生 光一	2022-10-15	サイクリー PRESENTS Krush-EX 2022 vol.7	安 晟太	判定	K-1 / Krush / Krush-EX
teppei	哲平	2022-10-15	サイクリー PRESENTS Krush-EX 2022 vol.7	早田 吏喜	KO	K-1 / Krush / Krush-EX
ドン・中矢・ニールセン	ドン・中矢・ニールセン	1993-05-22	全日本キックボクシング　EVOLUTION STEP 3	平岡功光	2R 2:37 KO	Wikipedia(その他団体)
ドン・中矢・ニールセン	ドン・中矢・ニールセン	1990-06-30	全日本キックボクシング　INSPIRING WARS “HEAT630”	佐竹雅昭	1R 2:07 KO	Wikipedia(その他団体)
ドン・中矢・ニールセン	ドン・中矢・ニールセン	1989-09-05	全日本キックボクシング　REAL BOUT	ロブ・カーマン	3R 0:44 KO	Wikipedia(その他団体)
ドン・中矢・ニールセン	ドン・中矢・ニールセン	1989-05-14	全日本キックボクシング　世紀の激突・Part3	ケビン・ローズイヤー	6R 1:05 KO	Wikipedia(その他団体)
ドン・中矢・ニールセン	ドン・中矢・ニールセン	1989-01-29	全日本キックボクシング　'89新春特別興行世紀の激突第1弾	ビクター・マングース・アグレ	1R 0:19 KO	Wikipedia(その他団体)
ドン・中矢・ニールセン	ドン・中矢・ニールセン	1987-03-27	新日本プロレス　INOKI 闘魂 LIVE Part2	チャーリー・アーチ	3R 0:30 KO	Wikipedia(その他団体)
toru-kugo	久郷トオル	2026-03-01	KROSS×OVER -CAGE.8- GENスポーツパレス大会	加藤 宥希	判定0-3 ※久郷は1R、バックブローにてダウンあり	KROSS×OVER
kusano-kojiro	草野 浩二郎	2026-03-01	KROSS×OVER -CAGE.8- GENスポーツパレス大会	次田 壮汰		KROSS×OVER
takiyama-yuto	瀧山 悠斗	2026-03-01	KROSS×OVER -CAGE.8- GENスポーツパレス大会	稲垣 優	1R 2′14″TKO 左ハイキック	KROSS×OVER
kenshin-yamamoto	山元剣心	2026-03-01	KROSS×OVER -CAGE.8- GENスポーツパレス大会	小柳 俊和	判定0-3(28：29×3)	KROSS×OVER
kimura-daichi	木村 太地	2026-03-01	KROSS×OVER -CAGE.8- GENスポーツパレス大会	がやお		KROSS×OVER
kairi-yatagai	谷田貝海吏	2026-03-01	KROSS×OVER -CAGE.8- GENスポーツパレス大会	竹中 悠獅	判定0-3	KROSS×OVER
sakamoto-juki	坂本 寿希	2026-03-01	KROSS×OVER -CAGE.8- GENスポーツパレス大会	原 拓海	判定3-0	KROSS×OVER
ryuga	竜雅	2026-03-01	KROSS×OVER -CAGE.8- GENスポーツパレス大会	田山 侑希	1R 0′50″TKO 飛び膝蹴り ※田山は左ボディフックにてダウンあり	KROSS×OVER
yua	優空	2026-03-01	KROSS×OVER -CAGE.8- GENスポーツパレス大会	兄	判定0-3(25：30×3) ※優空は3R、カーフキックにてダウン×2	KROSS×OVER
toru-kugo	久郷トオル	2025-12-07	KROSS×OVER.33	恩田 力斗	判定0-3	KROSS×OVER
hirahara-riku	平原 陸	2025-12-07	KROSS×OVER.33	酒井 柚樹	酒井柚樹はトーナメント初戦（HIROKAZU）と準決勝（大久保俊）戦と連続KOで決勝戦に駒を進めた。	KROSS×OVER
takiyama-yuto	瀧山 悠斗	2025-12-07	KROSS×OVER.33	仙波 昌希		KROSS×OVER
nakazawa-seiya	中澤 誠弥	2025-12-07	KROSS×OVER.33	小野 祥平	判定0-2(26：28 27：28 27：27)	KROSS×OVER
seido	SEIDO	2025-12-07	KROSS×OVER.33	石川 蓮太	判定3-0(30：27 30：27 30：28)	KROSS×OVER
kakeru	翔	2025-12-07	KROSS×OVER.33	竜雅	判定2-1(29：28 29：28 28：29)	KROSS×OVER
marimo	まりも	2025-12-07	KROSS×OVER.33	岩本 蘭	3R 判定	RISE
masaki-senba	仙波昌希	2025-12-07	KROSS×OVER.33	瀧山 悠斗		KROSS×OVER
sakai-yuzuki	酒井柚樹	2025-12-07	KROSS×OVER.33	平原 陸	酒井柚樹はトーナメント初戦（HIROKAZU）と準決勝（大久保俊）戦と連続KOで決勝戦に駒を進めた。	KROSS×OVER
tanaka-shuta	田中 秀汰	2025-12-07	KROSS×OVER.33	andrew		KROSS×OVER
kesuke	ケースケ	2025-12-07	KROSS×OVER.33	倉光 改	2R KO	RISE
ryuga	竜雅	2025-12-07	KROSS×OVER.33	翔	判定2-1(29：28 29：28 28：29)	KROSS×OVER
kenta-2	KENTA	2025-12-07	KROSS×OVER.33	隼人	判定3-0(28：26)×3	KROSS×OVER
suzuki-rikiya	鈴木 力也	2025-12-07	KROSS×OVER.33	夏目 竜雅	判定1-2(28：30 27：30 29：28)	KROSS×OVER
shohei-ono	小野祥平	2025-12-07	KROSS×OVER.33	中澤 誠弥	判定0-2(26：28 27：28 27：27)	KROSS×OVER
natsume-ryuga	夏目竜雅	2025-12-07	KROSS×OVER.33	鈴木 力也	判定1-2(28：30 27：30 29：28)	KROSS×OVER
toru-kugo	久郷トオル	2025-07-13	KROSS×OVER CAGE.6 KICK PART・MMA PART	牧山 陽一	※1R 1′45″ TKO 右ハイキック	KROSS×OVER
tsubasa-wakahara	若原 聖	2025-07-13	KROSS×OVER CAGE.6 KICK PART・MMA PART	夏目 竜雅	判定0-0	KROSS×OVER
nadeshiko	撫子	2025-07-13	KROSS×OVER CAGE.6 KICK PART・MMA PART	松本 徐倫	判定0-2(28：30 28：30 30：30) 1R、松本のパワフルな左右のフックに撫子はカーフとワンツーで押し返す	KROSS×OVER
kusano-kojiro	草野 浩二郎	2025-07-13	KROSS×OVER CAGE.6 KICK PART・MMA PART	松﨑 光輝	判定0-2	KROSS×OVER
saaya	紗彩	2025-07-13	KROSS×OVER CAGE.6 KICK PART・MMA PART	Hiyori	判定3-0(30：26 30：26 30：27)	KROSS×OVER
tase-jairu	田勢 ジャイル	2025-07-13	KROSS×OVER CAGE.6 KICK PART・MMA PART	菅野 真央	判定0-2	KROSS×OVER
jolyne-matsumoto	松本徐倫	2025-07-13	KROSS×OVER CAGE.6 KICK PART・MMA PART	撫子	判定0-2(28：30 28：30 30：30) 1R、松本のパワフルな左右のフックに撫子はカーフとワンツーで押し返す	KROSS×OVER
kazuki	一輝	2025-07-13	KROSS×OVER CAGE.6 KICK PART・MMA PART	三上 聖也	※1R 1′45″ KO 右ストレート	KROSS×OVER
hiyori	HIYORI	2025-07-13	KROSS×OVER CAGE.6 KICK PART・MMA PART	紗彩	判定3-0(30：26 30：26 30：27)	KROSS×OVER
shota-toyama	遠山翔太	2025-07-13	KROSS×OVER CAGE.6 KICK PART・MMA PART	須藤 智也	判定0-0(26：26	KROSS×OVER
natsume-ryuga	夏目竜雅	2025-07-13	KROSS×OVER CAGE.6 KICK PART・MMA PART	若原 聖	判定0-0	KROSS×OVER
rioya	梨緒弥	2020-04-04	KHAOS.10	大関 敬真	延長判定	K-1 / Krush / Krush-EX
takumi-terada	寺田 匠	2020-04-04	KHAOS.10	内田 道隆	判定	K-1 / Krush / Krush-EX
xiaoling	鈴木“シャオリン”孝司	2020-04-04	KHAOS.10	永井 卓海	KO	K-1 / Krush / Krush-EX
uchida-michitaka	内田 道隆	2020-04-04	KHAOS.10	寺田 匠	判定	K-1 / Krush / Krush-EX
yamaura-rikiya	山浦 力也	2020-04-04	KHAOS.10	稲垣 澪	KO	K-1 / Krush / Krush-EX
ozeki-keima	大関 敬真	2020-04-04	KHAOS.10	梨緒弥	延長判定	K-1 / Krush / Krush-EX
yamaura-jinya	山浦 迅也	2020-04-04	KHAOS.10	川越 亮彦	判定	K-1 / Krush / Krush-EX
yamawaki-tsubasa	山脇 飛翼	2020-04-04	KHAOS.10	鵜澤 悠也	KO	K-1 / Krush / Krush-EX
furumiya-haru	古宮 晴	2020-04-04	KHAOS.10	目黒 翔大	判定	K-1 / Krush / Krush-EX
uzawa-yuya	鵜澤 悠也	2020-04-04	KHAOS.10	山脇 飛翼	KO	K-1 / Krush / Krush-EX
inagaki-rei-2	稲垣 澪	2020-04-04	KHAOS.10	山浦 力也	KO	K-1 / Krush / Krush-EX
nagai-takumi	永井 卓海	2020-04-04	KHAOS.10	鈴木 孝司	KO	K-1 / Krush / Krush-EX
kawagoe-akihiko	川越 亮彦	2020-04-04	KHAOS.10	迅也	判定	K-1 / Krush / Krush-EX
meguro-shota	目黒 翔大	2020-04-04	KHAOS.10	古宮 晴	判定	K-1 / Krush / Krush-EX
atsuki	純樹	2025-09-28	KROSS×OVER.32	オーガニック菊﨑	※3R 1′00″ TKO 左ボディストレート	KROSS×OVER
hirahara-riku	平原 陸	2025-09-28	KROSS×OVER.32	斎藤 龍鬼	判定3-0(29：28 29：28 29：27)	KROSS×OVER
toshitaka-shimizu	清水俊貴	2025-09-28	KROSS×OVER.32	夏目 竜雅	判定2-0(30：29 30：28 29：29)	KROSS×OVER
okahan-bara	オカハン バラ	2025-09-28	KROSS×OVER.32	KENTA		KROSS×OVER
nakazawa-seiya	中澤 誠弥	2025-09-28	KROSS×OVER.32	水野 一矢		KROSS×OVER
adachi-genki	安達 元貴	2025-09-28	KROSS×OVER.32	ハルク大城	※60.00kg計量パス 判定1-1(30：29 28：30 30：30)	KROSS×OVER
yokoyama-haruki	横山  晏輝	2025-09-28	KROSS×OVER.32	怜虎	※57.15kg計量パス	KROSS×OVER
ryogo	怜虎	2025-09-28	KROSS×OVER.32	横山晏輝	3R 判定	RISE
goki-sugiyama	杉山豪基	2025-09-28	KROSS×OVER.32	横山みさと		KROSS×OVER
sakai-yuzuki	酒井柚樹	2025-09-28	KROSS×OVER.32	大久保 峻	※3R 2′05″ TKO セコンドによるタオル投入	KROSS×OVER
yuga-hoshi	星 憂雅	2025-09-28	KROSS×OVER.32	須藤智也	2R TKO	RISE
tanaka-shuta	田中 秀汰	2025-09-28	KROSS×OVER.32	白谷フィッシュ征也	判定3-0(30：26)	KROSS×OVER
kenta-2	KENTA	2025-09-28	KROSS×OVER.32	オカハン・バラ		KROSS×OVER
mio-rareina	MIO LaReyna	2025-09-28	KROSS×OVER.32	亀井 美子	判定3-0(30：28 30：27 30：27)	KROSS×OVER
natsume-ryuga	夏目竜雅	2025-09-28	KROSS×OVER.32	清水 俊貴	判定2-0(30：29 30：28 29：29)	KROSS×OVER
atsuki	純樹	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	五十嵐 真弥	※ 3Ｒ 2′18″ＴKO カーフキック	KROSS×OVER
hirahara-riku	平原 陸	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	山本 蓮	判定1-1(30：29 29：30 30：30	KROSS×OVER
ibi-daisuke	井樋 大介	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	野川 寛人	判定0-2(29：30 29：30 30：30)	KROSS×OVER
hiroya-oshima	大島広也	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	森本 直哉	※ 2Ｒ 1′00″KO ローキックにてダウン	KROSS×OVER
emiko-konishi	小西江美香	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	内藤 未宇	判定0-3	KROSS×OVER
hyo	彪羽	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	星 憂雅	※星が計量オーバーの為、当日-56kg契約に変更	KROSS×OVER
keito-asahi	朝日彗仁	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	中澤 誠弥	※ 2Ｒ 1′35″ＴKO バックキック	KROSS×OVER
nakazawa-seiya	中澤 誠弥	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	朝日 彗仁	※ 2Ｒ 1′35″ＴKO バックキック	KROSS×OVER
adachi-genki	安達 元貴	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	林 眞平	※3R 1′31″TKO ボディフックにてダウン	KROSS×OVER
kitahara-yuki	北原 有起	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	倉本 皐聖	判定3-0	KROSS×OVER
shirayuki-yuki	白雪 ゆき	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	石岡 真理絵	判定3-0(30：27	KROSS×OVER
kairi-yatagai	谷田貝海吏	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	桜臥	判定0-3	KROSS×OVER
yoshihiro-422	YOSHIHIRO	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	小柳 俊和	※1R 1′31″TKO パンチ連打にてダウン	KROSS×OVER
morimoto-naoya	森本 直哉	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	大島 広也	※ 2Ｒ 1′00″KO ローキックにてダウン	KROSS×OVER
norio-yokoyama	横山典雄	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	白谷フィッシュ征也	※1R 1′31″ TKO 右ストレートにてダウン	KROSS×OVER
kamiya-yuki	神谷 勇輝	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	CHIHIRO	※1R 1′22″ TKO 右ストレートにてダウン	KROSS×OVER
hayashi-shinpei	林 眞平	2025-07-13	KROSS×OVER.31 -SHINJUKU FACE 20th Anniversary-	安達 元貴	※3R 1′31″TKO ボディフックにてダウン	KROSS×OVER
takumi-terada	寺田 匠	2026-05-28	キックボクシングフェス GOAT 2	ドミニク・リード	3R終了 判定3-0	Wikipedia(その他団体)
takumi-terada	寺田 匠	2023-11-18	OKTAGON	Mirko Flumeri	4R KO	RISE
aito	愛翔	2024-06-29	OKTAGON	Roberto Oliva	3R 判定	RISE
takumi-terada	寺田 匠	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	銀次	判定	K-1 / Krush / Krush-EX
taiga-2	虎	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	西林 翔平	判定	K-1 / Krush / Krush-EX
densayamu-uirasakureku	デンサヤーム・ウィラサクレック	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	大沢 文也	判定	K-1 / Krush / Krush-EX
osawa-fumiya	大沢 文也	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	デンサヤーム	判定	K-1 / Krush / Krush-EX
gunji-taito	軍司 泰斗	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	斗麗	KO	K-1 / Krush / Krush-EX
gunji-taito	軍司 泰斗	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	玖村 修平	KO	K-1 / Krush / Krush-EX
gunji-taito	軍司 泰斗	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	ファク・スアレス	判定	K-1 / Krush / Krush-EX
ishii-issei	石井 一成	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	藤田 和希	KO	K-1 / Krush / Krush-EX
jaosuayai-so-dechapan	ジャオスアヤイ・ソー.デッチャパン	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	玖村 修平	KO	K-1 / Krush / Krush-EX
satomi-yuzuki	里見 柚己	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	西京 佑馬	判定	K-1 / Krush / Krush-EX
ginji-2	銀次	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	寺田 匠	判定	K-1 / Krush / Krush-EX
iwasaki-hiroto	岩﨑 悠斗	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	ゴンナパー・ウィラサクレック	TKO	K-1 / Krush / Krush-EX
kumura-shuhei	玖村 修平	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	軍司 泰斗	KO	K-1 / Krush / Krush-EX
kumura-shuhei	玖村 修平	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	ジャオスアヤイ・ソー.デッチャパン	KO	K-1 / Krush / Krush-EX
miburo-kazuki	壬生狼 一輝	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	峯 大樹	判定	K-1 / Krush / Krush-EX
shinohara-yuto	篠原 悠人	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	与座 優貴	KO	K-1 / Krush / Krush-EX
nishibayashi-shohei	西林 翔平	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	虎	判定	K-1 / Krush / Krush-EX
toma	斗麗	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	軍司 泰斗	KO	K-1 / Krush / Krush-EX
toma	斗麗	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	ワン・ジュングァン	判定	K-1 / Krush / Krush-EX
toma	斗麗	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	椿原 龍矢	判定	K-1 / Krush / Krush-EX
kaito	海斗	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	幸輝	KO	K-1 / Krush / Krush-EX
tanigawa-seiya	谷川 聖哉	2022-08-11	ECO信頼サービス株式会社 PRESENTS K-1 WORLD GP 2022 JAPAN~K-1フェザー級世界最強決定トーナメント~	K-Jee	判定	K-1 / Krush / Krush-EX
